ID,roi_c_min,roi_c_max,roi_r_min,roi_r_max,roi_length
1505241,65,156,24,115,58
1505259,65,159,31,125,59
1505389,59,148,26,115,56
1505419,64,159,32,127,60
1505534,68,156,13,101,55
1505757,72,157,17,102,54
1505898,64,147,38,121,52
1505952,61,145,38,122,53
1506103,72,151,16,95,50
1506172,64,147,39,122,52
1506342,64,147,27,110,52
1506361,54,145,39,130,58
1506383,66,149,7,90,52
1506704,72,146,29,103,47
1506765,61,151,24,114,57
1506829,71,151,24,104,51
1506847,68,151,12,95,52
1507151,67,151,36,120,53
1507571,76,145,17,86,44
1507646,66,141,60,135,48
1507681,63,147,28,112,53
1508155,62,158,19,115,61
1508387,83,157,67,141,47
1508445,66,165,23,122,62
1508513,73,146,56,129,46
1508639,59,154,15,110,60
1508653,69,149,52,132,51
1508747,54,145,39,130,58
1509022,66,151,15,100,54
1509267,63,151,58,146,55
1509289,58,149,31,122,58
1509377,69,152,40,123,52
1509626,58,162,19,123,65
1509921,69,147,34,112,49
1509966,66,151,23,108,54
1510078,66,146,42,122,51
1510462,65,156,11,102,58
1510735,59,138,16,95,50
1510836,70,145,27,102,48
1510858,65,145,44,124,51
1511056,56,157,19,120,64
1511072,58,159,28,129,64
1511089,73,141,26,94,43
1511234,60,151,34,125,58
1511327,66,140,34,108,47
1511450,74,152,23,101,49
1511488,60,165,20,125,66
1511660,66,157,30,121,58
1511852,67,136,47,116,44
1511897,61,160,24,123,62
1511916,59,148,30,119,56
1512021,62,150,32,120,55
1512066,63,146,24,107,52
1512135,64,154,28,118,57
1512212,77,160,57,140,52
1512334,68,151,25,108,52
1512400,66,170,22,126,65
1512438,66,149,52,135,52
1512446,69,153,12,96,53
1512481,58,141,22,105,52
1512501,64,147,39,122,52
1512641,67,146,45,124,50
1512704,71,149,35,113,49
1512829,60,154,21,115,59
1512888,64,143,26,105,50
1512909,66,162,20,116,61
1513302,71,144,30,103,46
1513350,71,159,30,118,55
1513551,67,158,17,108,58
1513883,76,140,48,112,41
1513927,73,151,32,110,49
1513994,70,145,25,100,48
1514004,63,162,13,112,62
1514161,58,157,17,116,62
1514292,66,162,18,114,61
1514376,74,143,26,95,44
1514409,59,142,33,116,52
1514463,68,156,12,100,55
1514538,58,153,18,113,60
1514715,61,150,29,118,56
1514841,56,155,27,126,62
1515047,61,151,29,119,57
1515649,64,149,37,122,54
1515983,66,154,48,136,55
1516152,59,160,13,114,64
1516317,68,151,35,118,52
1516805,72,141,32,101,44
1516821,70,145,29,104,48
1517009,66,155,36,125,56
1517091,70,148,42,120,49
1517244,74,146,29,101,45
1517573,71,149,14,92,49
1517713,59,154,33,128,60
1517801,59,153,27,121,59
1517860,71,151,18,98,51
1518012,72,156,20,104,53
1518053,45,161,30,146,73
1518223,68,158,32,122,57
1518454,69,142,46,119,46
1518493,72,156,22,106,53
1518721,67,156,19,108,56
1518837,70,149,36,115,50
1519102,67,156,29,118,56
1519213,72,146,46,120,47
1519468,63,153,18,108,57
1519518,70,145,23,98,48
1519658,67,146,34,113,50
1519680,62,153,13,104,58
1519761,66,130,37,101,41
1519799,59,147,26,114,55
1519803,62,157,23,118,60
1519872,63,157,14,108,59
1520082,59,153,49,143,59
1520360,69,152,30,113,52
1520393,69,152,24,107,52
1520463,66,146,19,99,51
1520671,68,164,22,118,61
1521119,63,153,25,115,57
1521490,64,159,24,119,60
1521666,66,149,11,94,52
1521684,72,146,37,111,47
1521741,74,147,14,87,46
1521978,62,158,23,119,61
1522076,78,146,41,109,43
1522129,69,147,34,112,49
1522213,75,138,26,89,40
1522238,66,151,24,109,54
1522246,58,164,8,114,67
1522427,62,146,22,106,53
1522707,66,151,35,120,54
1522872,71,161,15,105,57
1522941,60,145,23,108,54
1522962,69,157,38,126,55
1523295,69,149,26,106,51
1523389,59,147,23,111,55
1523448,69,152,24,107,52
1523664,56,140,46,130,53
1523804,71,159,19,107,55
1524026,72,146,29,103,47
1524232,66,140,32,106,47
1524669,65,150,44,129,54
1524902,66,146,25,105,51
1524915,61,134,48,121,46
1524964,77,156,17,96,50
1525056,67,162,5,100,60
1525207,53,152,24,123,62
1525758,55,154,14,113,62
1525791,65,143,33,111,49
1526140,70,145,38,113,48
1526341,71,145,41,115,47
1526443,64,143,36,115,50
1526451,64,143,48,127,50
1526515,63,157,21,115,59
1527100,69,159,16,106,57
1527113,69,142,34,107,46
1527919,64,142,33,111,49
1528141,75,144,37,106,44
1528258,64,154,30,120,57
1528350,74,162,24,112,55
1528543,66,145,31,110,50
1528565,61,141,17,97,51
1528883,63,148,19,104,54
1529103,66,151,26,111,54
1529190,74,143,28,97,44
1529212,63,131,28,96,43
1529501,71,161,31,121,57
1529704,66,157,22,113,58
1529720,65,154,34,123,56
1529936,64,144,40,120,51
1530303,59,144,39,124,54
1530401,61,151,24,114,57
1530561,69,148,23,102,50
1530664,76,154,33,111,49
1530804,60,140,29,109,51
1530820,68,156,28,116,55
1530851,57,146,23,112,56
1531005,52,141,44,133,56
1531519,66,151,18,103,54
1531525,65,159,38,132,59
1531587,64,148,29,113,53
1532067,77,141,25,89,41
1532371,69,159,23,113,57
1532559,69,153,41,125,53
1532562,69,154,28,113,54
1532763,67,152,39,124,54
1533064,64,159,20,115,60
1533187,66,150,28,112,53
1533237,68,151,12,95,52
1533397,70,144,55,129,47
1533435,56,139,24,107,52
1533670,63,152,21,110,56
1533827,71,151,39,119,51
1533868,58,146,18,106,55
1533885,66,156,34,124,57
1534267,61,146,38,123,54
1534330,71,151,34,114,51
1534420,69,147,46,124,49
1534465,66,149,27,110,52
1534607,69,153,33,117,53
1534724,63,152,21,110,56
1534746,63,153,25,115,57
1534752,71,156,29,114,54
1534797,62,156,28,122,59
1534832,61,150,35,124,56
1534933,64,159,15,110,60
1535329,66,146,34,114,51
1535388,74,143,36,105,44
1535457,63,157,28,122,59
1535484,62,147,37,122,54
1535516,61,151,20,110,57
1535748,65,148,28,111,52
1535883,60,154,23,117,59
1536025,67,152,22,107,54
1536048,56,155,19,118,62
1536115,68,162,6,100,59
1536173,67,146,41,120,50
1536297,69,147,32,110,49
1536304,54,150,23,119,61
1536316,71,145,49,123,47
1536521,66,160,25,119,59
1536533,59,148,35,124,56
1536566,63,167,18,122,65
1536570,63,141,29,107,49
1536663,65,148,36,119,52
1536680,54,144,38,128,57
1536783,68,162,14,108,59
1536799,69,143,28,102,47
1536867,52,147,16,111,60
1536872,66,149,47,130,52
1536890,65,156,16,107,58
1536995,64,164,29,129,63
1537016,61,165,17,121,65
1537079,69,149,31,111,51
1537199,64,147,47,130,52
1537266,64,147,28,111,52
1537319,66,157,29,120,58
1537463,68,156,12,100,55
1537552,61,150,30,119,56
1537788,63,162,7,106,62
1538201,63,162,22,121,62
1538260,88,157,68,137,44
1538287,63,162,16,115,62
1538293,66,149,34,117,52
1538553,64,149,32,117,54
1538703,72,146,21,95,47
1538744,66,155,38,127,56
1539124,57,152,34,129,60
1539229,66,149,22,105,52
1539727,61,140,39,118,50
1539805,65,156,29,120,58
1539833,63,153,27,117,57
1540028,68,151,24,107,52
1540090,68,153,24,109,54
1540184,69,148,33,112,50
1540450,74,143,27,96,44
1540464,74,146,15,87,45
1540530,68,157,27,116,56
1540601,67,147,41,121,51
1540619,69,152,32,115,52
1540780,63,143,46,126,51
1540852,65,149,35,119,53
1540916,67,163,20,116,61
1541022,72,141,43,112,44
1541091,61,149,26,114,55
1541139,67,147,29,109,51
1541564,66,156,34,124,57
1541893,61,152,25,116,58
1542012,71,149,46,124,49
1542039,69,152,39,122,52
1542109,68,140,30,102,45
1542136,59,166,5,112,68
1542214,56,152,41,137,61
1542259,64,149,20,105,54
1542277,66,154,31,119,55
1542286,60,154,24,118,59
1542328,74,138,44,108,41
1542599,73,151,14,92,49
1542602,73,157,29,113,53
1542631,69,141,38,110,45
1542843,62,152,29,119,57
1542900,71,135,27,91,41
1542938,72,140,41,109,43
1543188,65,159,26,120,59
1543213,67,145,42,120,49
1543636,63,157,10,104,59
1543742,69,154,16,101,54
1543803,64,154,17,107,57
1543889,56,147,44,135,58
1544033,55,159,11,115,65
1544066,68,162,3,97,59
1544413,71,149,50,128,49
1544452,72,141,18,87,44
1544519,63,148,50,135,54
1544593,71,159,32,120,55
1544614,69,153,25,109,53
1544695,70,149,41,120,50
1544779,65,156,31,122,58
1545126,63,158,26,121,60
1545134,61,150,29,118,56
1545292,64,153,23,112,56
1545332,71,154,23,106,52
1545354,64,154,30,120,57
1545436,68,148,25,105,51
1545513,66,160,28,122,59
1545886,67,152,22,107,54
1545928,63,147,36,120,53
1546064,64,149,33,118,54
1546125,65,139,47,121,47
1546154,66,156,20,110,57
1546251,71,154,30,113,52
1546279,71,140,55,124,44
1546300,66,150,23,107,53
1546324,68,162,22,116,59
1546369,67,158,4,95,58
1546517,65,156,14,105,58
1546871,68,148,28,108,51
1546907,71,151,24,104,51
1546942,64,149,39,124,54
1547209,65,156,17,108,58
1547350,60,170,9,119,69
1547551,76,149,46,119,46
1547565,76,144,39,107,43
1547603,65,154,31,120,56
1547611,68,156,12,100,55
1547667,65,145,19,99,51
1548008,66,167,16,117,64
1548023,66,149,28,111,52
1548620,66,146,26,106,51
1548665,68,148,37,117,51
1548706,59,159,26,126,63
1548960,61,165,22,126,65
1549026,69,148,30,109,50
1549042,69,147,38,116,49
1549055,79,141,26,88,39
1549287,66,146,49,129,51
1549571,69,152,32,115,52
1549585,70,145,36,111,48
1549675,66,160,30,124,59
1549744,69,149,36,116,51
1549767,61,146,25,110,54
1549845,68,141,32,105,46
1549988,66,151,35,120,54
1550025,56,155,23,122,62
1550102,63,148,24,109,54
1550269,70,139,55,124,44
1550337,61,160,27,126,62
1550343,61,155,25,119,59
1550533,71,154,21,104,52
1550622,66,156,35,125,57
1550778,59,164,18,123,66
1550986,62,157,22,117,60
1551034,63,154,36,127,58
1551104,58,154,30,126,61
1551232,69,152,19,102,52
1551254,64,159,26,121,60
1551318,65,148,28,111,52
1551430,70,145,26,101,48
1551459,66,154,30,118,55
1551539,58,148,29,119,57
1551568,69,154,22,107,54
1551891,63,153,15,105,57
1551902,60,140,54,134,51
1552020,64,160,23,119,61
1552183,63,152,23,112,56
1552319,58,148,32,122,57
1552360,64,154,24,114,57
1552376,68,146,27,105,49
1552458,64,154,23,113,57
1552500,68,162,21,115,59
1552640,73,142,45,114,44
1552702,71,144,34,107,46
1552750,68,152,40,124,53
1552877,60,139,41,120,50
1552935,70,145,25,100,48
1553036,71,140,31,100,44
1553063,72,155,13,96,52
1553194,63,151,30,118,55
1553404,66,154,35,123,55
1553655,63,137,52,126,47
1553775,60,145,23,108,54
1553957,53,158,19,124,66
1554031,62,151,33,122,56
1554148,69,154,20,105,54
1554204,74,141,30,97,42
1554580,56,146,25,115,57
1554621,74,148,11,85,47
1554777,70,145,36,111,48
1554812,71,149,27,105,49
1555008,54,150,27,123,61
1555086,53,164,13,124,70
1555215,63,154,36,127,58
1555317,69,149,33,113,51
1555442,58,157,15,114,62
1555499,66,149,12,95,52
1555604,60,154,23,117,59
1555706,64,149,26,111,54
1555785,75,147,50,122,45
1555818,66,157,29,120,58
1556027,72,155,26,109,52
1556295,66,151,18,103,54
1556328,68,151,20,103,52
1556432,70,144,38,112,47
1556696,75,144,21,90,44
1556898,71,145,36,110,47
1556938,56,155,27,126,62
1556969,63,152,13,102,56
1557044,71,159,19,107,55
1557056,67,156,26,115,56
1557157,69,148,38,117,50
1557192,68,148,25,105,51
1557339,68,153,37,122,54
1557340,59,149,33,123,57
1557559,69,154,36,121,54
1557625,71,155,31,115,53
1557722,65,145,25,105,51
1557852,74,136,42,104,39
1557869,75,148,41,114,46
1557943,68,151,16,99,52
1558190,74,148,32,106,47
1558525,61,157,23,119,61
1558716,64,159,36,131,60
1558922,59,144,37,122,54
1559504,61,155,41,135,59
1559582,64,164,18,118,63
1559968,72,156,27,111,53
1560045,55,150,23,118,60
1560074,74,149,13,88,48
1560341,74,159,33,118,54
1560502,67,156,9,98,56
1560607,68,143,28,103,48
1560893,62,145,20,103,52
1560921,64,149,18,103,54
1561081,61,167,17,123,67
1561421,63,157,25,119,59
1561579,69,154,19,104,54
1561603,66,154,30,118,55
1561953,69,148,16,95,50
1562059,64,144,41,121,51
1562077,68,157,29,118,56
1562095,71,144,21,94,46
1562113,65,145,46,126,51
1562138,56,155,34,133,62
1562309,68,164,21,117,61
1562363,64,152,20,108,55
1562455,57,146,33,122,56
1562932,61,149,40,128,55
1562948,66,155,31,120,56
1563182,60,148,25,113,55
1563321,69,148,28,107,50
1563459,67,136,34,103,44
1563697,38,139,48,149,64
1563767,71,149,19,97,49
1563863,65,156,19,110,58
1563891,63,146,31,114,52
1563931,65,156,25,116,58
1564068,68,151,34,117,52
1564241,68,156,23,111,55
1564286,66,154,44,132,55
1564372,72,140,37,105,43
1564487,63,162,10,109,62
1564583,61,150,17,106,56
1564647,66,151,28,113,54
1564820,72,146,31,105,47
1564938,71,161,8,98,57
1564975,70,150,28,108,51
1565057,66,157,24,115,58
1565144,71,149,29,107,49
1565189,66,157,27,118,58
1565342,67,140,24,97,46
1565355,64,159,23,118,60
1565424,71,146,49,124,48
1565695,68,172,15,119,65
1565751,70,145,29,104,48
1565815,66,151,26,111,54
1565896,74,146,17,89,45
1565974,74,152,29,107,49
1566020,54,144,36,126,57
1566079,61,149,31,119,55
1566205,69,143,47,121,47
1566348,59,149,24,114,57
1566500,69,152,26,109,52
1566606,60,172,19,131,71
1566862,69,148,38,117,50
1567129,61,146,44,129,54
1567200,64,154,27,117,57
1567316,71,149,40,118,49
1567351,73,140,37,104,42
1567471,68,146,33,111,49
1567609,67,152,27,112,54
1567636,66,149,39,122,52
1567663,64,144,36,116,51
1567726,63,157,20,114,59
1567908,61,144,32,115,52
1568154,63,148,40,125,54
1568193,69,149,25,105,51
1568411,60,161,22,123,64
1568558,69,143,51,125,47
1568730,68,151,27,110,52
1569044,69,149,23,103,51
1569072,62,134,48,120,45
1569118,59,153,45,139,59
1569157,61,155,24,118,59
1569166,63,157,21,115,59
1569429,67,156,24,113,56
1569625,69,159,35,125,57
1569904,66,144,22,100,49
1570029,63,152,38,127,56
1570148,61,162,16,117,64
1570237,66,151,27,112,54
1570369,61,162,19,120,64
1570397,67,158,15,106,58
1570517,70,159,39,128,56
1570605,63,143,39,119,51
1570708,66,154,37,125,55
1570812,69,148,18,97,50
1570961,70,148,62,140,49
1571023,68,162,26,120,59
1571059,58,143,49,134,54
1571138,71,149,24,102,49
1571229,64,149,32,117,54
1571247,71,167,16,112,61
1571322,68,147,21,100,50
1571391,62,157,18,113,60
1571556,67,156,18,107,56
1571768,63,169,5,111,67
1572396,71,145,43,117,47
1572405,64,154,11,101,57
1572667,64,159,27,122,60
1572807,68,156,20,108,55
1572810,69,153,18,102,53
1573227,62,150,31,119,55
1573268,68,151,43,126,52
1573307,70,144,47,121,47
1573342,55,146,36,127,58
1573438,69,141,42,114,45
1573481,66,156,24,114,57
1573554,71,160,18,107,56
1573593,67,145,29,107,49
1573614,74,141,39,106,42
1573829,71,154,41,124,52
1574252,61,149,40,128,55
1574566,62,152,35,125,57
1574783,67,158,32,123,58
1575201,66,155,11,100,56
1575430,64,147,19,102,52
1575539,69,154,23,108,54
1575594,67,163,37,133,61
1575767,71,139,45,113,43
1575809,63,162,22,121,62
1576121,72,151,40,119,50
1576385,61,155,15,109,59
1576394,68,156,20,108,55
1576488,67,156,32,121,56
1576496,69,154,30,115,54
1576722,61,139,26,104,49
1576943,27,159,4,136,83
1577039,60,164,23,127,65
1577390,69,164,18,113,60
1577602,64,171,19,126,68
1577804,71,151,33,113,51
1577851,59,147,30,118,55
1577981,68,151,36,119,52
1578063,65,156,21,112,58
1578359,68,132,52,116,41
1578362,53,143,23,113,57
1578386,66,156,39,129,57
1578416,70,155,29,114,54
1578634,69,154,18,103,54
1578661,67,163,21,117,61
1578700,54,139,36,121,54
1578933,58,165,14,121,68
1579016,71,139,42,110,43
1579079,64,147,23,106,52
1579575,67,150,33,116,52
1579668,62,152,18,108,57
1579685,77,168,62,153,58
1579956,66,157,16,107,58
1580021,82,162,59,139,51
1580128,64,149,32,117,54
1580271,61,145,33,117,53
1580285,64,149,32,117,54
1580743,74,154,28,108,51
1580751,72,139,24,91,42
1580779,71,160,2,91,56
1580831,58,147,29,118,56
1580847,64,149,27,112,54
1581161,68,151,19,102,52
1581257,65,143,41,119,49
1581458,64,149,36,121,54
1581639,63,167,20,124,65
1581668,63,146,27,110,52
1581814,59,134,41,116,48
1581823,68,153,45,130,54
1581967,63,153,23,113,57
1582061,65,153,28,116,55
1582120,64,142,44,122,49
1582201,64,148,38,122,53
1582219,76,144,23,91,43
1582248,68,146,25,103,49
1582392,66,157,30,121,58
1582845,72,139,28,95,42
1582880,62,153,18,109,58
1582973,69,154,22,107,54
1583059,64,149,28,113,54
1583250,59,142,22,105,52
1583273,68,152,37,121,53
1583442,60,154,24,118,59
1583604,63,146,30,113,52
1583643,72,151,12,91,50
1583679,67,156,26,115,56
1583727,66,154,24,112,55
1583821,74,147,65,138,46
1583884,63,141,41,119,49
1583925,61,156,24,119,60
1584306,62,158,30,126,61
1584371,72,146,24,98,47
1584394,67,163,29,125,61
1584530,58,148,31,121,57
1584654,67,142,45,120,48
1584660,68,151,7,90,52
1584904,70,145,47,122,48
1585074,69,173,2,106,65
1585168,71,144,42,115,46
1585211,75,138,26,89,40
1585289,61,152,23,114,58
1585330,63,151,20,108,55
1585341,70,154,28,112,53
1585359,69,154,17,102,54
1585377,73,142,42,111,44
1585550,66,154,28,116,55
1585573,58,163,15,120,66
1585678,66,151,30,115,54
1585769,60,144,30,114,53
1585797,61,156,18,113,60
1586123,58,153,32,127,60
1586492,66,150,31,115,53
1586603,61,144,47,130,52
1586732,69,152,28,111,52
1586940,74,146,29,101,45
1586953,67,141,34,108,47
1587176,64,137,49,122,46
1587251,50,144,29,123,59
1587300,68,146,48,126,49
1587313,67,157,15,105,57
1587489,66,150,43,127,53
1587692,73,151,34,112,49
1587730,61,157,18,114,61
1587741,64,158,19,113,59
1587885,68,152,32,116,53
1587999,74,147,41,114,46
1588001,65,149,23,107,53
1588025,58,147,38,127,56
1588196,71,145,32,106,47
1588224,69,148,40,119,50
1588471,63,152,19,108,56
1588856,69,157,14,102,55
1588867,66,151,23,108,54
1588914,72,145,49,122,46
1589012,71,159,31,119,55
1589208,67,156,12,101,56
1589578,67,146,26,105,50
1589631,71,159,29,117,55
1589650,63,151,27,115,55
1589733,69,152,32,115,52
1589757,69,152,26,109,52
1589882,62,152,27,117,57
1589913,70,161,29,120,58
1589924,61,151,29,119,57
1589952,63,162,19,118,62
1589997,61,152,64,155,58
1590113,71,155,30,114,53
1590175,72,156,27,111,53
1590264,68,162,19,113,59
1590288,71,149,41,119,49
1590528,69,147,36,114,49
1590665,66,149,26,109,52
1590698,71,156,37,122,54
1591303,66,144,24,102,49
1591493,63,157,19,113,59
1591749,56,155,23,122,62
1591882,71,154,17,100,52
1592058,70,155,23,108,54
1592106,55,154,16,115,62
1592194,63,157,17,111,59
1592404,54,148,26,120,59
1592416,59,159,11,111,63
1592515,72,141,33,102,44
1592876,73,151,26,104,49
1593126,63,157,11,105,59
1593161,62,145,31,114,52
1593474,41,169,18,146,81
1593702,68,157,27,116,56
1594108,58,164,23,129,67
1594159,68,153,31,116,54
1594315,74,147,15,88,46
1594331,67,155,27,115,55
1594470,71,149,25,103,49
1594504,69,157,23,111,55
1594520,69,154,10,95,54
1594689,71,151,17,97,51
1594725,65,170,11,116,66
1594787,72,157,29,114,54
1594912,67,145,39,117,49
1594968,61,152,31,122,58
1595087,64,164,14,114,63
1595281,68,147,46,125,50
1595343,63,169,11,117,67
1595382,69,152,20,103,52
1595691,66,151,23,108,54
1595707,62,141,25,104,50
1595755,66,155,33,122,56
1595799,69,154,15,100,54
1595867,69,148,35,114,50
1595995,69,152,32,115,52
1596010,69,154,19,104,54
1596026,58,157,29,128,62
1596104,62,152,29,119,57
1596408,69,154,21,106,54
1596459,52,141,50,139,56
1596506,60,150,44,134,57
1596512,73,145,43,115,45
1596675,58,148,19,109,57
1596947,66,157,18,109,58
1596988,69,153,21,105,53
1597066,60,143,42,125,52
1597342,64,149,36,121,54
1597400,61,155,23,117,59
1597560,63,157,14,108,59
1598072,67,158,11,102,58
1598207,57,145,32,120,55
1598210,58,154,36,132,61
1598312,55,155,21,121,63
1598371,59,154,22,117,60
1598447,69,153,21,105,53
1598619,68,146,29,107,49
1598632,56,150,27,121,59
1598648,60,160,18,118,63
1598687,68,151,18,101,52
1598717,63,154,26,117,58
1598838,66,160,27,121,59
1598875,69,148,18,97,50
1598897,70,145,32,107,48
1599050,52,152,24,124,63
1599088,72,140,42,110,43
1599148,71,154,32,115,52
1599279,66,140,52,126,47
1599375,65,156,12,103,58
1599435,63,146,32,115,52
1599472,52,141,32,121,56
1599618,69,149,49,129,51
1599786,62,150,36,124,55
1600020,50,146,28,124,61
1600257,84,168,60,144,53
1600348,71,143,39,111,45
1600729,71,140,31,100,44
1600886,66,141,42,117,48
1600895,61,152,36,127,58
1600911,49,145,32,128,61
1600989,74,149,37,112,48
1601101,66,151,29,114,54
1601381,74,148,22,96,47
1601444,74,146,43,115,45
1601517,74,141,21,88,42
1601580,66,156,30,120,57
1601605,62,145,36,119,52
1601621,70,145,31,106,48
1602019,68,152,29,113,53
1602196,74,149,17,92,48
1602281,68,162,18,112,59
1602439,66,151,23,108,54
1602485,61,144,14,97,52
1602533,68,156,21,109,55
1602549,66,166,22,122,63
1602914,63,157,28,122,59
1603180,69,153,12,96,53
1603208,61,167,15,121,67
1603749,58,147,35,124,56
1603865,70,145,31,106,48
1603879,65,153,22,110,55
1604248,69,157,8,96,55
1604305,63,151,28,116,55
1604594,69,159,10,100,57
1604711,60,143,39,122,52
1604728,59,148,46,135,56
1604931,58,164,4,110,67
1604950,63,157,10,104,59
1605234,66,154,26,114,55
1605283,69,149,46,126,51
1605541,68,156,12,100,55
1605780,73,151,26,104,49
1606091,63,152,15,104,56
1606112,69,141,29,101,45
1606139,60,150,29,119,57
1606359,68,148,36,116,51
1606529,69,152,40,123,52
1606699,71,144,39,112,46
1606713,62,142,44,124,51
1606769,71,151,32,112,51
1606876,61,149,44,132,55
1606887,68,147,60,139,50
1607041,49,144,19,114,60
1607197,68,157,18,107,56
1607544,59,144,45,130,54
1607706,68,146,45,123,49
1607727,55,165,11,121,69
1607753,80,158,62,140,49
1607833,67,152,37,122,54
1607993,68,140,38,110,45
1608024,66,144,37,115,49
1608635,72,157,20,105,54
1608793,62,147,42,127,54
1608834,67,163,17,113,61
